encoder__Undergraduate Major_Arts,encoder__Undergraduate Major_Business,encoder__Undergraduate Major_Economics,encoder__Undergraduate Major_Engineering,encoder__Undergraduate Major_Science,encoder__Current Job Title_Analyst,encoder__Current Job Title_Consultant,encoder__Current Job Title_Engineer,encoder__Current Job Title_Entrepreneur,encoder__Current Job Title_Manager,encoder__MBA Funding Source_Employer,encoder__MBA Funding Source_Loan,encoder__MBA Funding Source_Scholarship,encoder__MBA Funding Source_Self-funded,encoder__Desired Post-MBA Role_Consultant,encoder__Desired Post-MBA Role_Executive,encoder__Desired Post-MBA Role_Finance Manager,encoder__Desired Post-MBA Role_Marketing Director,encoder__Desired Post-MBA Role_Startup Founder,encoder__Reason for MBA_Career Growth,encoder__Reason for MBA_Entrepreneurship,encoder__Reason for MBA_Networking,encoder__Reason for MBA_Skill Enhancement,remainder__Age,remainder__Undergraduate GPA,remainder__Years of Work Experience,remainder__Annual Salary (Before MBA),remainder__GRE/GMAT Score,remainder__Undergrad University Ranking,remainder__Entrepreneurial Interest,remainder__Networking Importance,remainder__Expected Post-MBA Salary,remainder__Gender,remainder__Has Management Experience,remainder__Location Preference (Post-MBA),remainder__Online vs. On-Campus MBA,remainder__Decided to Pursue MBA?
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3628017275995585,0.04950302625949952,0.5124904588746716,1.4318894885309132,1.6484874761120207,-1.4015158880281635,0.008573964462154601,-1.2835371761636833,0.8921179764158328,1.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12543341893364,-0.2469327222386811,-1.5842996899477149,-0.41179534189171746,0.009826273028989231,-0.9528346542293108,1.0140907710296754,-0.9358176258254061,0.17976403164438767,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1175901832891058,-0.7351798374121558,-0.5359046155365217,-0.0699996880153941,0.8513009448824379,0.6831261520834292,-0.8422479487872863,1.5368547321356778,-1.599926142835786,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.6136685654668386,-0.07255875253386875,-0.18643959073279057,0.6568818672400943,-0.812667767128517,0.7728623988431998,1.323480557665836,-1.01308863701169,-0.6320568804837121,1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.37064496324409285,1.3224330051046287,-0.8853696403402528,0.7897701605128924,1.1739716837134595,-0.35919486797236716,-0.687553055469206,-0.5880980754871287,-1.044827552102202,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.3628017275995585,-1.5896122889657351,-0.5359046155365217,-0.7980418397186798,-1.3377985773829248,-1.6776274165197653,1.594196620972476,-0.8971821202322641,-0.20413707936439454,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1175901832891058,1.6886183414847342,1.5608855332858649,-0.40401934569147513,0.5665914694433011,1.1732241151560223,0.5113323677459151,-0.04720099718314138,-1.0948812612821728,1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6186841543329593,1.7409305323961783,1.5608855332858649,-1.6593591501773628,1.294182351121095,1.290571514764953,-1.0356165654348866,1.0345931594248323,0.3532030898806941,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.610840918688425,0.3633761717281618,1.5608855332858649,-1.4480919101299827,0.8955890855063036,-0.7871677371343498,0.9754170477001556,1.1504996762042585,-0.8221230320745856,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1175901832891058,-0.5782432646778242,0.5124904588746716,-1.6800564534964157,1.6991024939678674,0.9247237395135808,0.12459513445071464,-0.6267335810802706,0.6068955853750443,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6215118011113728,-0.9444286010579298,0.8619554836784027,1.641067654972258,1.4270467729926921,-0.17972237445282604,-0.30081582217400565,-1.476714704129393,-0.26924138712161055,1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.37064496324409285,-0.7700546313531181,1.211420508482134,1.3804363793452303,1.0664147707697855,0.42082020001640763,-0.10744720552640545,-1.3608081873499673,1.1632750781152024,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3656293743779722,-1.5547374950247725,-1.2348346651439839,-1.2231683185468538,0.705782768546879,-1.629307899033735,-0.3394895455035259,1.073228665017975,0.2560023337664397,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1175901832891058,-0.07255875253386875,-0.5359046155365217,1.3068932511031373,-1.6984305796058312,-0.8009733135589299,0.7433747077230355,-0.24037852514885105,0.807011891171345,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3734726100225064,-1.5373000980542917,-1.5842996899477149,-0.5283192252505727,-0.5469389233853227,0.1861254007985462,-0.8422479487872863,1.1118641706111168,-0.3994253699051469,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.610840918688425,0.7818736990197107,-0.8853696403402528,1.4347522931021468,-0.13569190330656955,0.2689588593460267,0.0472476877916745,-1.7085277376882446,1.6212960763890103,0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8695509922002392,-0.4387440889139743,0.8619554836784027,0.8472196846788618,1.5472574404003276,1.5045579493459442,0.8980696010411154,-1.631256726501961,-0.23638132410680684,1.0,0.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8695509922002392,-1.0316155859103364,0.5124904588746716,-1.7258613266361515,1.4903155453125003,-0.5041534204304581,-1.2289851820824866,-0.6653690866734125,0.8796045491208401,1.0,1.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6215118011113728,0.17156480505286778,0.8619554836784027,-0.7173417000485032,-0.3381519747299557,-0.172819586240536,-0.7262267787987261,-1.0517241426048318,0.14705176501495792,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1175901832891058,1.6711809445142534,0.16302543407094053,-0.9574691050977776,1.0853954024657282,-1.0563764774136615,-0.9969428421053664,0.4936960811208455,1.3147417403925845,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1175901832891058,0.6946867141673049,-0.18643959073279057,1.466862128157874,0.8892622082743228,1.615002560742585,0.2406163044392747,0.30051855315513587,-0.0565623885685258,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6136685654668386,-0.020246561622425423,1.5608855332858649,1.0212317787519465,-0.3001907113380708,-0.7043342785868693,-0.30081582217400565,1.3436772041699683,-1.4215112729585573,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6136685654668386,0.9736850656950039,1.211420508482134,0.03139775497383552,0.035133781956912497,-0.5524729379164883,-0.6102056088101661,0.9959576538316907,1.4259092549246752,2.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6136685654668386,0.8341858899311547,-0.18643959073279057,-0.4900969155697795,1.6611412305759825,-1.153015512385722,-0.49418443882160584,-1.3994436929431093,0.5528267410590817,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1147625365106921,1.374745196016072,1.211420508482134,0.23233568663581894,-1.6921037023738505,0.28966722398289685,-0.10744720552640545,1.3436772041699683,-1.2772866335644977,0.0,0.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1175901832891058,-1.0141781889398547,-0.5359046155365217,-0.1823454241621788,-0.4963239055294761,0.8280847045415202,-0.26214209884448575,-1.3221726817568253,-0.7928839805014433,0.0,0.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.12260577215522644,1.2701208141931852,-0.18643959073279057,-1.5143232807509523,-0.812667767128517,1.4010161261615937,0.7433747077230355,-1.0517241426048318,0.11234424718298011,2.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8667233454218257,-0.6828676465007116,-1.5842996899477149,1.7098523377783819,1.3384704917449608,-1.2496545473577827,0.6660272610639953,-0.008565491589999577,-0.9988875089818054,2.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3734726100225064,1.5491191657208843,0.16302543407094053,0.22924076277502597,-0.4899970282974953,1.5528774668319747,-1.654396138707207,-1.3608081873499673,0.14845583067601026,0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1147625365106921,-0.7526172343826366,-0.8853696403402528,0.32425492530137007,-0.17998004393043526,-0.7871677371343498,0.7433747077230355,-0.974453131418548,0.9492905448246479,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6186841543329593,1.496806974809441,1.5608855332858649,0.6718535614166803,-0.5595926778492842,-0.5731813025533585,-0.9582691187758463,-0.20174301955570925,-0.17011927799749507,0.0,1.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1147625365106921,1.6363061505732908,-1.2348346651439839,-1.4759075383288596,-0.9012440483762484,0.08258357761419556,-0.26214209884448575,-0.8971821202322641,-0.8181078969385939,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.12260577215522644,-1.2234269525856296,0.16302543407094053,0.51791978589049,-0.7367452403447472,0.7797651870554898,-0.9582691187758463,1.5368547321356778,-1.2272575571154225,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.6186841543329593,1.6711809445142534,-1.5842996899477149,0.31872274890020263,0.7690515408666873,-0.6007924554025187,-1.3063326287415267,-1.1676306593842576,1.5291942955701565,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3734726100225064,-1.4326757162314043,1.211420508482134,-1.378030571231282,-0.9961472068559606,-0.7250426432237395,0.3179637510983148,0.26188304756199404,-0.03550140365274083,1.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.12260577215522644,-0.9618659980284114,-0.18643959073279057,-0.2465650942736329,0.6931290140829175,0.9040153748767106,1.594196620972476,-0.008565491589999577,-1.5406597923008403,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.3628017275995585,-0.17718313435675617,0.5124904588746716,-0.18656225792250924,-0.9075709256082292,1.2077380562174724,-0.45551071549208594,-0.16310751396256745,-1.5889892103181151,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.8667233454218257,1.7409305323961783,1.5608855332858649,1.0436312901944356,0.6235333645311285,-0.00024988093328495476,0.6273535377344751,-0.9358176258254061,1.5256718150520778,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3734726100225064,-0.020246561622425423,1.211420508482134,-0.7141694030911904,0.8133396814905529,1.6840304428654853,-0.1461209288559257,-1.0903596481979738,-0.5558678438234514,1.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1175901832891058,0.1890022020233494,1.211420508482134,-0.1797147388805048,0.46536143373160804,-0.7871677371343498,-1.1129640120939264,-0.7040045922665543,-0.479654174432295,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6136685654668386,0.6946867141673049,0.5124904588746716,-0.8418350123489003,-1.5402586488063108,1.6426137135917451,1.4781754509839162,0.30051855315513587,0.06830092434154908,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.3628017275995585,1.6537435475437716,-0.5359046155365217,-0.35326259437447044,-1.1290116287275578,-0.5041534204304581,-0.18479465218544558,0.26188304756199404,0.17023116478776923,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6215118011113728,1.0085598596359664,-0.5359046155365217,-1.1847525761247613,0.4020926614117999,1.5666830432565546,-1.6930698620367268,0.9573221482385489,1.4394818896481811,1.0,1.0,0.0,0.0,0.0
